as_of_date,store_id,product_id,horizon,window_days,error_std,valid_error_count,std_source,model_version,calculated_at
2024-01-25,S002,P0001,3,90,57.43184841538079,29,calculated,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-26,S002,P0001,3,90,58.37727967387348,30,calculated,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-27,S002,P0001,3,90,57.71524774905825,31,calculated,ensemble_v2,2026-07-13T07:06:13.058276
2023-12-28,S002,P0002,3,90,1.0,1,fallback_1,ensemble_v2,2026-07-13T07:06:13.058276
2023-12-29,S002,P0002,3,90,2.372769958264375,2,calculated,ensemble_v2,2026-07-13T07:06:13.058276
2023-12-30,S002,P0002,3,90,11.581699138461337,3,calculated,ensemble_v2,2026-07-13T07:06:13.058276
2023-12-31,S002,P0002,3,90,15.788592837557477,4,calculated,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-01,S002,P0002,3,90,15.132826863907553,5,calculated,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-02,S002,P0002,3,90,14.064321539226261,6,calculated,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-03,S002,P0002,3,90,13.729186200855244,7,calculated,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-04,S002,P0002,3,90,13.660642346393248,8,calculated,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-05,S002,P0002,3,90,12.782846219622805,9,calculated,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-06,S002,P0002,3,90,12.334789317783049,10,calculated,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-07,S002,P0002,3,90,19.01120978889715,11,calculated,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-08,S002,P0002,3,90,25.510450373725938,12,calculated,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-09,S002,P0002,3,90,27.484934230406225,13,calculated,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-10,S002,P0002,3,90,30.959096553060643,14,calculated,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-11,S002,P0002,3,90,31.435390400179607,15,calculated,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-12,S002,P0002,3,90,41.53769963520006,16,calculated,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-13,S002,P0002,3,90,40.438209650676946,17,calculated,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-14,S002,P0002,3,90,42.097814719590666,18,calculated,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-15,S002,P0002,3,90,40.9751217488589,19,calculated,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-16,S002,P0002,3,90,40.30191000870435,20,calculated,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-17,S002,P0002,3,90,41.56380037950463,21,calculated,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-18,S002,P0002,3,90,40.858170446190925,22,calculated,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-19,S002,P0002,3,90,40.57845184441028,23,calculated,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-20,S002,P0002,3,90,40.02629968404547,24,calculated,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-21,S002,P0002,3,90,39.30039306950962,25,calculated,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-22,S002,P0002,3,90,38.51169367449823,26,calculated,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-23,S002,P0002,3,90,37.86838003126783,27,calculated,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-24,S002,P0002,3,90,37.31744576697125,28,calculated,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-25,S002,P0002,3,90,39.4799501687641,29,calculated,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-26,S002,P0002,3,90,39.5100355978381,30,calculated,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-27,S002,P0002,3,90,38.84699599684366,31,calculated,ensemble_v2,2026-07-13T07:06:13.058276
2023-12-28,S002,P0003,3,90,1.0,1,fallback_1,ensemble_v2,2026-07-13T07:06:13.058276
2023-12-29,S002,P0003,3,90,15.153576544613328,2,calculated,ensemble_v2,2026-07-13T07:06:13.058276
2023-12-30,S002,P0003,3,90,51.888975284816176,3,calculated,ensemble_v2,2026-07-13T07:06:13.058276
2023-12-31,S002,P0003,3,90,56.8999523966569,4,calculated,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-01,S002,P0003,3,90,51.8844782437463,5,calculated,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-02,S002,P0003,3,90,49.910788997387804,6,calculated,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-03,S002,P0003,3,90,45.618298916809785,7,calculated,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-04,S002,P0003,3,90,42.24926404194391,8,calculated,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-05,S002,P0003,3,90,40.22488921520679,9,calculated,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-06,S002,P0003,3,90,38.3827194284159,10,calculated,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-07,S002,P0003,3,90,37.00980218067344,11,calculated,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-08,S002,P0003,3,90,40.40903555778691,12,calculated,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-09,S002,P0003,3,90,49.649024730953656,13,calculated,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-10,S002,P0003,3,90,48.634143418881905,14,calculated,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-11,S002,P0003,3,90,46.873997709957244,15,calculated,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-12,S002,P0003,3,90,45.32619679141367,16,calculated,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-13,S002,P0003,3,90,44.168203504073304,17,calculated,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-14,S002,P0003,3,90,42.88630613749013,18,calculated,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-15,S002,P0003,3,90,41.6824255138759,19,calculated,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-16,S002,P0003,3,90,41.747663152186824,20,calculated,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-17,S002,P0003,3,90,40.70114474205882,21,calculated,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-18,S002,P0003,3,90,40.227164939317746,22,calculated,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-19,S002,P0003,3,90,39.31714725859658,23,calculated,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-20,S002,P0003,3,90,39.59785245853772,24,calculated,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-21,S002,P0003,3,90,38.83908512131996,25,calculated,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-22,S002,P0003,3,90,39.116047546257725,26,calculated,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-23,S002,P0003,3,90,38.42795296502633,27,calculated,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-24,S002,P0003,3,90,38.10260720467929,28,calculated,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-25,S002,P0003,3,90,40.660357581633626,29,calculated,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-26,S002,P0003,3,90,40.28354611672567,30,calculated,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-27,S002,P0003,3,90,39.62146261402805,31,calculated,ensemble_v2,2026-07-13T07:06:13.058276
2023-12-28,S002,P0004,3,90,1.0,1,fallback_1,ensemble_v2,2026-07-13T07:06:13.058276
2023-12-29,S002,P0004,3,90,5.875749437367736,2,calculated,ensemble_v2,2026-07-13T07:06:13.058276
2023-12-30,S002,P0004,3,90,4.371224382281673,3,calculated,ensemble_v2,2026-07-13T07:06:13.058276
2023-12-31,S002,P0004,3,90,28.53240858591178,4,calculated,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-01,S002,P0004,3,90,25.01608876174206,5,calculated,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-02,S002,P0004,3,90,23.292349575880593,6,calculated,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-03,S002,P0004,3,90,23.614329595290172,7,calculated,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-04,S002,P0004,3,90,22.537133264822714,8,calculated,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-05,S002,P0004,3,90,26.465530430982096,9,calculated,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-06,S002,P0004,3,90,25.487033547854963,10,calculated,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-07,S002,P0004,3,90,43.389569295134166,11,calculated,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-08,S002,P0004,3,90,45.75778184093828,12,calculated,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-09,S002,P0004,3,90,43.86674634550574,13,calculated,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-10,S002,P0004,3,90,42.61566989094151,14,calculated,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-11,S002,P0004,3,90,41.28346257134802,15,calculated,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-12,S002,P0004,3,90,42.035795719166536,16,calculated,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-13,S002,P0004,3,90,40.73694254094596,17,calculated,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-14,S002,P0004,3,90,41.12776230979491,18,calculated,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-15,S002,P0004,3,90,40.4069457069276,19,calculated,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-16,S002,P0004,3,90,41.50491801799388,20,calculated,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-17,S002,P0004,3,90,43.16692456705965,21,calculated,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-18,S002,P0004,3,90,44.05983931038671,22,calculated,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-19,S002,P0004,3,90,46.795860109957495,23,calculated,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-20,S002,P0004,3,90,45.80305625013309,24,calculated,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-21,S002,P0004,3,90,45.30236097246086,25,calculated,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-22,S002,P0004,3,90,44.85162456283414,26,calculated,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-23,S002,P0004,3,90,45.528128090818676,27,calculated,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-24,S002,P0004,3,90,45.82608554669761,28,calculated,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-25,S002,P0004,3,90,45.00163864216301,29,calculated,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-26,S002,P0004,3,90,44.906211345871235,30,calculated,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-27,S002,P0004,3,90,44.159146404151045,31,calculated,ensemble_v2,2026-07-13T07:06:13.058276
2023-12-28,S002,P0005,3,90,1.0,1,fallback_1,ensemble_v2,2026-07-13T07:06:13.058276
2023-12-29,S002,P0005,3,90,20.166079852564707,2,calculated,ensemble_v2,2026-07-13T07:06:13.058276
2023-12-30,S002,P0005,3,90,15.851874075802838,3,calculated,ensemble_v2,2026-07-13T07:06:13.058276
2023-12-31,S002,P0005,3,90,15.644263980246807,4,calculated,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-01,S002,P0005,3,90,42.03334648065725,5,calculated,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-02,S002,P0005,3,90,37.85135878011275,6,calculated,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-03,S002,P0005,3,90,36.68693182450705,7,calculated,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-04,S002,P0005,3,90,34.141710232985,8,calculated,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-05,S002,P0005,3,90,32.44339286750753,9,calculated,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-06,S002,P0005,3,90,32.31388951130291,10,calculated,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-07,S002,P0005,3,90,35.591044677592144,11,calculated,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-08,S002,P0005,3,90,34.08719505646675,12,calculated,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-09,S002,P0005,3,90,32.9520323716842,13,calculated,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-10,S002,P0005,3,90,34.50526512514702,14,calculated,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-11,S002,P0005,3,90,34.36142012082237,15,calculated,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-12,S002,P0005,3,90,35.929888661229405,16,calculated,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-13,S002,P0005,3,90,34.78921345674595,17,calculated,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-14,S002,P0005,3,90,35.377714015694465,18,calculated,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-15,S002,P0005,3,90,36.77786188160895,19,calculated,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-16,S002,P0005,3,90,37.81805321111048,20,calculated,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-17,S002,P0005,3,90,38.42219067239016,21,calculated,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-18,S002,P0005,3,90,41.62344937295279,22,calculated,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-19,S002,P0005,3,90,40.67798097601254,23,calculated,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-20,S002,P0005,3,90,40.577589545876286,24,calculated,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-21,S002,P0005,3,90,39.858439391650805,25,calculated,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-22,S002,P0005,3,90,39.05982501329766,26,calculated,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-23,S002,P0005,3,90,38.97292508153881,27,calculated,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-24,S002,P0005,3,90,38.87155054646559,28,calculated,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-25,S002,P0005,3,90,38.70384347924589,29,calculated,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-26,S002,P0005,3,90,38.03133568707598,30,calculated,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-27,S002,P0005,3,90,37.857170525172066,31,calculated,ensemble_v2,2026-07-13T07:06:13.058276
2023-12-28,S002,P0006,3,90,1.0,1,fallback_1,ensemble_v2,2026-07-13T07:06:13.058276
2023-12-29,S002,P0006,3,90,8.54575553107594,2,calculated,ensemble_v2,2026-07-13T07:06:13.058276
2023-12-30,S002,P0006,3,90,12.27627905917336,3,calculated,ensemble_v2,2026-07-13T07:06:13.058276
2023-12-31,S002,P0006,3,90,10.34537248360474,4,calculated,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-01,S002,P0006,3,90,13.210879498807072,5,calculated,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-02,S002,P0006,3,90,13.42850848284016,6,calculated,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-03,S002,P0006,3,90,21.1520637316826,7,calculated,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-04,S002,P0006,3,90,19.810184302119254,8,calculated,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-05,S002,P0006,3,90,23.604996919441565,9,calculated,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-06,S002,P0006,3,90,22.725967616402215,10,calculated,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-07,S002,P0006,3,90,26.21091270181288,11,calculated,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-08,S002,P0006,3,90,29.721583324753677,12,calculated,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-09,S002,P0006,3,90,28.72159967939073,13,calculated,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-10,S002,P0006,3,90,27.906479403568703,14,calculated,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-11,S002,P0006,3,90,28.139768118464048,15,calculated,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-12,S002,P0006,3,90,27.991274579764145,16,calculated,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-13,S002,P0006,3,90,27.12968242598916,17,calculated,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-14,S002,P0006,3,90,28.0364930866843,18,calculated,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-15,S002,P0006,3,90,33.2934124291453,19,calculated,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-16,S002,P0006,3,90,32.754640655649055,20,calculated,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-17,S002,P0006,3,90,31.93728401867872,21,calculated,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-18,S002,P0006,3,90,31.333337090031165,22,calculated,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-19,S002,P0006,3,90,30.614100057420014,23,calculated,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-20,S002,P0006,3,90,30.098674574293543,24,calculated,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-21,S002,P0006,3,90,29.588848370451085,25,calculated,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-22,S002,P0006,3,90,29.281479661590705,26,calculated,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-23,S002,P0006,3,90,30.9148623691387,27,calculated,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-24,S002,P0006,3,90,32.36529404732197,28,calculated,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-25,S002,P0006,3,90,32.088955357931404,29,calculated,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-26,S002,P0006,3,90,35.15531220757752,30,calculated,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-27,S002,P0006,3,90,35.06135487903561,31,calculated,ensemble_v2,2026-07-13T07:06:13.058276
2023-12-28,S002,P0007,3,90,1.0,1,fallback_1,ensemble_v2,2026-07-13T07:06:13.058276
2023-12-29,S002,P0007,3,90,18.04239984473162,2,calculated,ensemble_v2,2026-07-13T07:06:13.058276
2023-12-30,S002,P0007,3,90,21.818388804129526,3,calculated,ensemble_v2,2026-07-13T07:06:13.058276
2023-12-31,S002,P0007,3,90,22.413596280281627,4,calculated,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-01,S002,P0007,3,90,28.499849125754668,5,calculated,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-02,S002,P0007,3,90,34.06864132158895,6,calculated,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-03,S002,P0007,3,90,32.17485896712436,7,calculated,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-04,S002,P0007,3,90,30.54315501071807,8,calculated,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-05,S002,P0007,3,90,28.750114600582105,9,calculated,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-06,S002,P0007,3,90,27.108105365101707,10,calculated,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-07,S002,P0007,3,90,28.046408860082803,11,calculated,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-08,S002,P0007,3,90,41.51637034617016,12,calculated,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-09,S002,P0007,3,90,39.774074615278835,13,calculated,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-10,S002,P0007,3,90,38.48737063224132,14,calculated,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-11,S002,P0007,3,90,37.08878356401621,15,calculated,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-12,S002,P0007,3,90,36.40519273563092,16,calculated,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-13,S002,P0007,3,90,37.956045522815046,17,calculated,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-14,S002,P0007,3,90,43.37132537657942,18,calculated,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-15,S002,P0007,3,90,42.395003509816306,19,calculated,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-16,S002,P0007,3,90,41.775049275945705,20,calculated,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-17,S002,P0007,3,90,40.86673365118428,21,calculated,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-18,S002,P0007,3,90,40.08153278618441,22,calculated,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-19,S002,P0007,3,90,40.49546426356615,23,calculated,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-20,S002,P0007,3,90,39.84801480336757,24,calculated,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-21,S002,P0007,3,90,39.86706210678336,25,calculated,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-22,S002,P0007,3,90,39.98354420311902,26,calculated,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-23,S002,P0007,3,90,44.12907653720637,27,calculated,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-24,S002,P0007,3,90,44.799308088367084,28,calculated,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-25,S002,P0007,3,90,44.638273908419656,29,calculated,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-26,S002,P0007,3,90,44.137432220804854,30,calculated,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-27,S002,P0007,3,90,43.42943936207686,31,calculated,ensemble_v2,2026-07-13T07:06:13.058276
2023-12-28,S002,P0008,3,90,1.0,1,fallback_1,ensemble_v2,2026-07-13T07:06:13.058276
2023-12-29,S002,P0008,3,90,6.440639463149624,2,calculated,ensemble_v2,2026-07-13T07:06:13.058276
2023-12-30,S002,P0008,3,90,7.884453127915767,3,calculated,ensemble_v2,2026-07-13T07:06:13.058276
2023-12-31,S002,P0008,3,90,10.245531310844056,4,calculated,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-01,S002,P0008,3,90,15.587991013582048,5,calculated,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-02,S002,P0008,3,90,14.958883307057313,6,calculated,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-03,S002,P0008,3,90,25.514142645436824,7,calculated,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-04,S002,P0008,3,90,24.581884669282754,8,calculated,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-05,S002,P0008,3,90,23.356467776325488,9,calculated,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-06,S002,P0008,3,90,22.446551910251284,10,calculated,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-07,S002,P0008,3,90,32.489132099556564,11,calculated,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-08,S002,P0008,3,90,30.985743122941454,12,calculated,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-09,S002,P0008,3,90,30.17874679895901,13,calculated,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-10,S002,P0008,3,90,31.169816670435438,14,calculated,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-11,S002,P0008,3,90,30.503644433890184,15,calculated,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-12,S002,P0008,3,90,32.776906275482595,16,calculated,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-13,S002,P0008,3,90,32.10083638477541,17,calculated,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-14,S002,P0008,3,90,31.374816457441646,18,calculated,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-15,S002,P0008,3,90,31.31030407473359,19,calculated,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-16,S002,P0008,3,90,31.212115271390243,20,calculated,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-17,S002,P0008,3,90,31.42408820573907,21,calculated,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-18,S002,P0008,3,90,30.73813273578106,22,calculated,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-19,S002,P0008,3,90,31.296599029813652,23,calculated,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-20,S002,P0008,3,90,30.641655018044023,24,calculated,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-21,S002,P0008,3,90,30.266034745054878,25,calculated,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-22,S002,P0008,3,90,30.649121541889937,26,calculated,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-23,S002,P0008,3,90,30.611393125566305,27,calculated,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-24,S002,P0008,3,90,30.108732649941373,28,calculated,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-25,S002,P0008,3,90,29.69141454273323,29,calculated,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-26,S002,P0008,3,90,29.18253533414114,30,calculated,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-27,S002,P0008,3,90,28.698412090727956,31,calculated,ensemble_v2,2026-07-13T07:06:13.058276
2023-12-28,S002,P0009,3,90,1.0,1,fallback_1,ensemble_v2,2026-07-13T07:06:13.058276
2023-12-29,S002,P0009,3,90,48.202110901818,2,calculated,ensemble_v2,2026-07-13T07:06:13.058276
2023-12-30,S002,P0009,3,90,42.69043064830706,3,calculated,ensemble_v2,2026-07-13T07:06:13.058276
2023-12-31,S002,P0009,3,90,36.988624391443146,4,calculated,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-01,S002,P0009,3,90,32.65265088821568,5,calculated,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-02,S002,P0009,3,90,30.58700616184429,6,calculated,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-03,S002,P0009,3,90,27.991908721085412,7,calculated,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-04,S002,P0009,3,90,27.25673595390421,8,calculated,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-05,S002,P0009,3,90,26.25289899349336,9,calculated,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-06,S002,P0009,3,90,25.542613571607685,10,calculated,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-07,S002,P0009,3,90,33.494324678369296,11,calculated,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-08,S002,P0009,3,90,32.02821448993819,12,calculated,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-09,S002,P0009,3,90,32.75123815128833,13,calculated,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-10,S002,P0009,3,90,31.857772479756647,14,calculated,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-11,S002,P0009,3,90,34.988310763360715,15,calculated,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-12,S002,P0009,3,90,34.20163881917103,16,calculated,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-13,S002,P0009,3,90,36.14318548641795,17,calculated,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-14,S002,P0009,3,90,36.59134044271086,18,calculated,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-15,S002,P0009,3,90,35.944292632863544,19,calculated,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-16,S002,P0009,3,90,36.907617433826246,20,calculated,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-17,S002,P0009,3,90,36.36127870509092,21,calculated,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-18,S002,P0009,3,90,35.55658256508134,22,calculated,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-19,S002,P0009,3,90,36.394468928109674,23,calculated,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-20,S002,P0009,3,90,36.15971589231399,24,calculated,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-21,S002,P0009,3,90,36.7887080590416,25,calculated,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-22,S002,P0009,3,90,53.87944882274174,26,calculated,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-23,S002,P0009,3,90,57.32910963551772,27,calculated,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-24,S002,P0009,3,90,56.56342556684992,28,calculated,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-25,S002,P0009,3,90,55.62397122079245,29,calculated,ensemble_v2,2026-07-13T07:06:13.058276
