as_of_date,store_id,product_id,horizon,window_days,error_std,valid_error_count,std_source,model_version,calculated_at
2024-01-10,S003,P0007,3,90,43.73248635895795,14,calculated,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-11,S003,P0007,3,90,43.694935473153116,15,calculated,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-12,S003,P0007,3,90,43.99760762374441,16,calculated,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-13,S003,P0007,3,90,43.14039891434412,17,calculated,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-14,S003,P0007,3,90,43.7655912853987,18,calculated,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-15,S003,P0007,3,90,43.85200868664532,19,calculated,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-16,S003,P0007,3,90,42.69009657185364,20,calculated,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-17,S003,P0007,3,90,41.91380936612106,21,calculated,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-18,S003,P0007,3,90,41.93603077975406,22,calculated,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-19,S003,P0007,3,90,41.10043059407787,23,calculated,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-20,S003,P0007,3,90,41.1074923248719,24,calculated,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-21,S003,P0007,3,90,41.80831087454985,25,calculated,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-22,S003,P0007,3,90,42.599983050335716,26,calculated,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-23,S003,P0007,3,90,42.19797091972166,27,calculated,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-24,S003,P0007,3,90,41.87223661129075,28,calculated,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-25,S003,P0007,3,90,41.11910945635634,29,calculated,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-26,S003,P0007,3,90,40.66850026367555,30,calculated,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-27,S003,P0007,3,90,41.13308529655707,31,calculated,ensemble_v2,2026-07-13T07:06:13.058276
2023-12-28,S003,P0008,3,90,1.0,1,fallback_1,ensemble_v2,2026-07-13T07:06:13.058276
2023-12-29,S003,P0008,3,90,32.381733314286805,2,calculated,ensemble_v2,2026-07-13T07:06:13.058276
2023-12-30,S003,P0008,3,90,74.94294380307028,3,calculated,ensemble_v2,2026-07-13T07:06:13.058276
2023-12-31,S003,P0008,3,90,61.87127805127984,4,calculated,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-01,S003,P0008,3,90,55.762171597193436,5,calculated,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-02,S003,P0008,3,90,50.36607574878579,6,calculated,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-03,S003,P0008,3,90,46.88427603113205,7,calculated,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-04,S003,P0008,3,90,54.23610783081465,8,calculated,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-05,S003,P0008,3,90,55.62379909983245,9,calculated,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-06,S003,P0008,3,90,55.49818357083345,10,calculated,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-07,S003,P0008,3,90,53.20488769345605,11,calculated,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-08,S003,P0008,3,90,54.242340253567626,12,calculated,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-09,S003,P0008,3,90,52.008713367089264,13,calculated,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-10,S003,P0008,3,90,53.22389079835111,14,calculated,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-11,S003,P0008,3,90,52.82111860564022,15,calculated,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-12,S003,P0008,3,90,53.69771443233307,16,calculated,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-13,S003,P0008,3,90,52.11401180326143,17,calculated,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-14,S003,P0008,3,90,50.63998988753042,18,calculated,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-15,S003,P0008,3,90,49.876255154865625,19,calculated,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-16,S003,P0008,3,90,50.834883011413844,20,calculated,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-17,S003,P0008,3,90,50.26658384242849,21,calculated,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-18,S003,P0008,3,90,49.095888394998035,22,calculated,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-19,S003,P0008,3,90,48.70449457945314,23,calculated,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-20,S003,P0008,3,90,47.642985745854624,24,calculated,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-21,S003,P0008,3,90,47.6265479825726,25,calculated,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-22,S003,P0008,3,90,51.14415146376441,26,calculated,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-23,S003,P0008,3,90,50.15140468086097,27,calculated,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-24,S003,P0008,3,90,49.495660311654824,28,calculated,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-25,S003,P0008,3,90,48.67621376933798,29,calculated,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-26,S003,P0008,3,90,49.21693923976182,30,calculated,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-27,S003,P0008,3,90,48.77029637672154,31,calculated,ensemble_v2,2026-07-13T07:06:13.058276
2023-12-28,S003,P0009,3,90,1.0,1,fallback_1,ensemble_v2,2026-07-13T07:06:13.058276
2023-12-29,S003,P0009,3,90,8.006317545239137,2,calculated,ensemble_v2,2026-07-13T07:06:13.058276
2023-12-30,S003,P0009,3,90,11.457656985777742,3,calculated,ensemble_v2,2026-07-13T07:06:13.058276
2023-12-31,S003,P0009,3,90,12.595201909216406,4,calculated,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-01,S003,P0009,3,90,16.292146736046714,5,calculated,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-02,S003,P0009,3,90,15.0015061859731,6,calculated,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-03,S003,P0009,3,90,14.995990874029458,7,calculated,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-04,S003,P0009,3,90,13.904364652689194,8,calculated,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-05,S003,P0009,3,90,14.825589865651637,9,calculated,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-06,S003,P0009,3,90,14.078301692470498,10,calculated,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-07,S003,P0009,3,90,13.361709909827354,11,calculated,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-08,S003,P0009,3,90,13.39158790870038,12,calculated,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-09,S003,P0009,3,90,23.13482834555692,13,calculated,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-10,S003,P0009,3,90,28.153320416002032,14,calculated,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-11,S003,P0009,3,90,27.299585414955384,15,calculated,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-12,S003,P0009,3,90,27.263482399322385,16,calculated,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-13,S003,P0009,3,90,26.857882151276726,17,calculated,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-14,S003,P0009,3,90,26.3909618283336,18,calculated,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-15,S003,P0009,3,90,28.721951285820502,19,calculated,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-16,S003,P0009,3,90,30.844172744372248,20,calculated,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-17,S003,P0009,3,90,30.4859207341819,21,calculated,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-18,S003,P0009,3,90,29.853609807323153,22,calculated,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-19,S003,P0009,3,90,29.294994712991688,23,calculated,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-20,S003,P0009,3,90,29.300772003122553,24,calculated,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-21,S003,P0009,3,90,28.68494366792511,25,calculated,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-22,S003,P0009,3,90,28.76058570227178,26,calculated,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-23,S003,P0009,3,90,30.8021395227419,27,calculated,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-24,S003,P0009,3,90,30.31348616721954,28,calculated,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-25,S003,P0009,3,90,29.80051253676887,29,calculated,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-26,S003,P0009,3,90,29.282222612315103,30,calculated,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-27,S003,P0009,3,90,31.23096084211354,31,calculated,ensemble_v2,2026-07-13T07:06:13.058276
2023-12-28,S003,P0010,3,90,1.0,1,fallback_1,ensemble_v2,2026-07-13T07:06:13.058276
2023-12-29,S003,P0010,3,90,8.295612276993218,2,calculated,ensemble_v2,2026-07-13T07:06:13.058276
2023-12-30,S003,P0010,3,90,15.602890104318833,3,calculated,ensemble_v2,2026-07-13T07:06:13.058276
2023-12-31,S003,P0010,3,90,14.11736836063086,4,calculated,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-01,S003,P0010,3,90,21.04363111088461,5,calculated,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-02,S003,P0010,3,90,20.02509011092046,6,calculated,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-03,S003,P0010,3,90,30.27046247134243,7,calculated,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-04,S003,P0010,3,90,30.971242553033946,8,calculated,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-05,S003,P0010,3,90,29.415224965216876,9,calculated,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-06,S003,P0010,3,90,27.736134762694196,10,calculated,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-07,S003,P0010,3,90,26.37724988252591,11,calculated,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-08,S003,P0010,3,90,33.724707824887794,12,calculated,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-09,S003,P0010,3,90,37.1340901245005,13,calculated,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-10,S003,P0010,3,90,36.36662200312773,14,calculated,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-11,S003,P0010,3,90,35.084603321081644,15,calculated,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-12,S003,P0010,3,90,35.154871273882435,16,calculated,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-13,S003,P0010,3,90,34.42346822867771,17,calculated,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-14,S003,P0010,3,90,33.70893321417188,18,calculated,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-15,S003,P0010,3,90,33.61975584958665,19,calculated,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-16,S003,P0010,3,90,32.723660090424815,20,calculated,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-17,S003,P0010,3,90,31.926773372153892,21,calculated,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-18,S003,P0010,3,90,31.780577566008393,22,calculated,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-19,S003,P0010,3,90,31.074069980741225,23,calculated,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-20,S003,P0010,3,90,30.88971345276749,24,calculated,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-21,S003,P0010,3,90,30.24541543516298,25,calculated,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-22,S003,P0010,3,90,32.563947812461436,26,calculated,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-23,S003,P0010,3,90,32.28455755626784,27,calculated,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-24,S003,P0010,3,90,34.72644034149647,28,calculated,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-25,S003,P0010,3,90,34.11355564182815,29,calculated,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-26,S003,P0010,3,90,34.01186926075475,30,calculated,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-27,S003,P0010,3,90,33.60899399078352,31,calculated,ensemble_v2,2026-07-13T07:06:13.058276
2023-12-28,S003,P0011,3,90,1.0,1,fallback_1,ensemble_v2,2026-07-13T07:06:13.058276
2023-12-29,S003,P0011,3,90,6.102221137236363,2,calculated,ensemble_v2,2026-07-13T07:06:13.058276
2023-12-30,S003,P0011,3,90,22.780143825232066,3,calculated,ensemble_v2,2026-07-13T07:06:13.058276
2023-12-31,S003,P0011,3,90,28.21709597768498,4,calculated,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-01,S003,P0011,3,90,26.495715107422598,5,calculated,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-02,S003,P0011,3,90,24.499095160397726,6,calculated,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-03,S003,P0011,3,90,24.520881484006928,7,calculated,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-04,S003,P0011,3,90,41.399793257803665,8,calculated,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-05,S003,P0011,3,90,41.463001221010806,9,calculated,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-06,S003,P0011,3,90,39.101211699659444,10,calculated,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-07,S003,P0011,3,90,37.39608151604295,11,calculated,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-08,S003,P0011,3,90,35.67425824882752,12,calculated,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-09,S003,P0011,3,90,38.30880131093298,13,calculated,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-10,S003,P0011,3,90,36.90755345534565,14,calculated,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-11,S003,P0011,3,90,35.57125601858576,15,calculated,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-12,S003,P0011,3,90,34.828605251399736,16,calculated,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-13,S003,P0011,3,90,34.92540294879104,17,calculated,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-14,S003,P0011,3,90,33.88841434105906,18,calculated,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-15,S003,P0011,3,90,38.21097266263623,19,calculated,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-16,S003,P0011,3,90,39.34158915886613,20,calculated,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-17,S003,P0011,3,90,38.72818787261824,21,calculated,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-18,S003,P0011,3,90,39.58118748302616,22,calculated,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-19,S003,P0011,3,90,38.86167895408095,23,calculated,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-20,S003,P0011,3,90,39.213389215243694,24,calculated,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-21,S003,P0011,3,90,38.91516672073497,25,calculated,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-22,S003,P0011,3,90,38.19010131617989,26,calculated,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-23,S003,P0011,3,90,37.678780134096975,27,calculated,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-24,S003,P0011,3,90,36.97790038863598,28,calculated,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-25,S003,P0011,3,90,36.54194410620274,29,calculated,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-26,S003,P0011,3,90,35.9064275920564,30,calculated,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-27,S003,P0011,3,90,35.49121985706151,31,calculated,ensemble_v2,2026-07-13T07:06:13.058276
2023-12-28,S003,P0012,3,90,1.0,1,fallback_1,ensemble_v2,2026-07-13T07:06:13.058276
2023-12-29,S003,P0012,3,90,13.192174365578925,2,calculated,ensemble_v2,2026-07-13T07:06:13.058276
2023-12-30,S003,P0012,3,90,9.412023066636623,3,calculated,ensemble_v2,2026-07-13T07:06:13.058276
2023-12-31,S003,P0012,3,90,7.8633825387794145,4,calculated,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-01,S003,P0012,3,90,6.8211017203576665,5,calculated,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-02,S003,P0012,3,90,6.1632809002600615,6,calculated,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-03,S003,P0012,3,90,12.077590746043514,7,calculated,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-04,S003,P0012,3,90,11.881656826013687,8,calculated,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-05,S003,P0012,3,90,11.993950330672488,9,calculated,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-06,S003,P0012,3,90,11.453839006115025,10,calculated,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-07,S003,P0012,3,90,34.39420098428555,11,calculated,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-08,S003,P0012,3,90,32.79521652634694,12,calculated,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-09,S003,P0012,3,90,33.63453627938422,13,calculated,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-10,S003,P0012,3,90,35.39054168987818,14,calculated,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-11,S003,P0012,3,90,34.15959970566159,15,calculated,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-12,S003,P0012,3,90,33.073523714800956,16,calculated,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-13,S003,P0012,3,90,32.395345857757924,17,calculated,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-14,S003,P0012,3,90,31.44826286578946,18,calculated,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-15,S003,P0012,3,90,31.13648224261664,19,calculated,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-16,S003,P0012,3,90,30.395721609620047,20,calculated,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-17,S003,P0012,3,90,29.640727669684274,21,calculated,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-18,S003,P0012,3,90,31.589620070446788,22,calculated,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-19,S003,P0012,3,90,30.86337701182087,23,calculated,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-20,S003,P0012,3,90,30.187546447660505,24,calculated,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-21,S003,P0012,3,90,29.553984171392695,25,calculated,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-22,S003,P0012,3,90,29.79245765674693,26,calculated,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-23,S003,P0012,3,90,29.388331880992773,27,calculated,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-24,S003,P0012,3,90,28.850228956069458,28,calculated,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-25,S003,P0012,3,90,28.34530634157356,29,calculated,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-26,S003,P0012,3,90,28.178925126530775,30,calculated,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-27,S003,P0012,3,90,29.137444005123236,31,calculated,ensemble_v2,2026-07-13T07:06:13.058276
2023-12-28,S003,P0013,3,90,1.0,1,fallback_1,ensemble_v2,2026-07-13T07:06:13.058276
2023-12-29,S003,P0013,3,90,22.669071036594204,2,calculated,ensemble_v2,2026-07-13T07:06:13.058276
2023-12-30,S003,P0013,3,90,29.41777010936454,3,calculated,ensemble_v2,2026-07-13T07:06:13.058276
2023-12-31,S003,P0013,3,90,24.347236274933746,4,calculated,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-01,S003,P0013,3,90,24.220305357720356,5,calculated,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-02,S003,P0013,3,90,30.05316814769748,6,calculated,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-03,S003,P0013,3,90,28.49065865063441,7,calculated,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-04,S003,P0013,3,90,29.93347545806712,8,calculated,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-05,S003,P0013,3,90,28.838234224991645,9,calculated,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-06,S003,P0013,3,90,27.45279909028605,10,calculated,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-07,S003,P0013,3,90,28.353197565278684,11,calculated,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-08,S003,P0013,3,90,27.249596890010505,12,calculated,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-09,S003,P0013,3,90,26.261945704130156,13,calculated,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-10,S003,P0013,3,90,25.53642247803575,14,calculated,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-11,S003,P0013,3,90,24.79656124407448,15,calculated,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-12,S003,P0013,3,90,26.048861590689835,16,calculated,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-13,S003,P0013,3,90,25.231216823649238,17,calculated,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-14,S003,P0013,3,90,33.52866232342032,18,calculated,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-15,S003,P0013,3,90,34.19884626480025,19,calculated,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-16,S003,P0013,3,90,33.358551058402156,20,calculated,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-17,S003,P0013,3,90,33.22761686696048,21,calculated,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-18,S003,P0013,3,90,39.75378471486629,22,calculated,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-19,S003,P0013,3,90,41.49758085320952,23,calculated,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-20,S003,P0013,3,90,48.1473647314395,24,calculated,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-21,S003,P0013,3,90,48.960533639023765,25,calculated,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-22,S003,P0013,3,90,49.59474237371595,26,calculated,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-23,S003,P0013,3,90,49.318012826202015,27,calculated,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-24,S003,P0013,3,90,49.500793522006134,28,calculated,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-25,S003,P0013,3,90,48.63029303832076,29,calculated,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-26,S003,P0013,3,90,48.08929518460882,30,calculated,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-27,S003,P0013,3,90,47.31346294041221,31,calculated,ensemble_v2,2026-07-13T07:06:13.058276
2023-12-28,S003,P0014,3,90,1.0,1,fallback_1,ensemble_v2,2026-07-13T07:06:13.058276
2023-12-29,S003,P0014,3,90,5.923199579376167,2,calculated,ensemble_v2,2026-07-13T07:06:13.058276
2023-12-30,S003,P0014,3,90,14.768023546035216,3,calculated,ensemble_v2,2026-07-13T07:06:13.058276
2023-12-31,S003,P0014,3,90,18.439747511596572,4,calculated,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-01,S003,P0014,3,90,16.838142402347028,5,calculated,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-02,S003,P0014,3,90,20.353327971998812,6,calculated,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-03,S003,P0014,3,90,27.01707106344415,7,calculated,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-04,S003,P0014,3,90,28.67615939086025,8,calculated,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-05,S003,P0014,3,90,31.139956387066913,9,calculated,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-06,S003,P0014,3,90,37.89805592728884,10,calculated,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-07,S003,P0014,3,90,36.23599762113273,11,calculated,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-08,S003,P0014,3,90,38.03142673142443,12,calculated,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-09,S003,P0014,3,90,37.53122453681827,13,calculated,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-10,S003,P0014,3,90,36.081990487679306,14,calculated,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-11,S003,P0014,3,90,35.357711975233514,15,calculated,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-12,S003,P0014,3,90,44.73679579761515,16,calculated,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-13,S003,P0014,3,90,44.5062326259998,17,calculated,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-14,S003,P0014,3,90,45.27850870254012,18,calculated,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-15,S003,P0014,3,90,44.61757656245821,19,calculated,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-16,S003,P0014,3,90,45.24366140385975,20,calculated,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-17,S003,P0014,3,90,45.869473718177986,21,calculated,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-18,S003,P0014,3,90,44.77020942631637,22,calculated,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-19,S003,P0014,3,90,45.49026290238737,23,calculated,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-20,S003,P0014,3,90,46.15569331830417,24,calculated,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-21,S003,P0014,3,90,45.19855472267714,25,calculated,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-22,S003,P0014,3,90,45.47511168559522,26,calculated,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-23,S003,P0014,3,90,44.884347737652966,27,calculated,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-24,S003,P0014,3,90,44.13571826887829,28,calculated,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-25,S003,P0014,3,90,44.968248662407895,29,calculated,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-26,S003,P0014,3,90,44.22730824465394,30,calculated,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-27,S003,P0014,3,90,44.52074511394233,31,calculated,ensemble_v2,2026-07-13T07:06:13.058276
2023-12-28,S003,P0015,3,90,1.0,1,fallback_1,ensemble_v2,2026-07-13T07:06:13.058276
2023-12-29,S003,P0015,3,90,31.22712362101199,2,calculated,ensemble_v2,2026-07-13T07:06:13.058276
2023-12-30,S003,P0015,3,90,27.747379820911732,3,calculated,ensemble_v2,2026-07-13T07:06:13.058276
2023-12-31,S003,P0015,3,90,38.568737599143965,4,calculated,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-01,S003,P0015,3,90,37.982697405099216,5,calculated,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-02,S003,P0015,3,90,34.58881831040687,6,calculated,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-03,S003,P0015,3,90,31.57538083501918,7,calculated,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-04,S003,P0015,3,90,30.246878249232875,8,calculated,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-05,S003,P0015,3,90,28.29359094992845,9,calculated,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-06,S003,P0015,3,90,26.708441888271164,10,calculated,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-07,S003,P0015,3,90,35.4804771943538,11,calculated,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-08,S003,P0015,3,90,36.78030260131749,12,calculated,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-09,S003,P0015,3,90,35.71381151204279,13,calculated,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-10,S003,P0015,3,90,35.44601533721763,14,calculated,ensemble_v2,2026-07-13T07:06:13.058276
